Priced In,USD,USD,USD,USD,USD,USD
Price Type,Bid,Ask,Bid,Ask,Bid,Ask
Summary,High,High,Low,Low,Average,Average
12/04/14,,,,,,
13/04/14,,,,,,
14/04/14,"1,324.79","1,338.71","1,319.3","1,331.4","1,322.08","1,335.59"
15/04/14,"1,322.53","1,336.23","1,305.7","1,317.5","1,312.87","1,326.22"
16/04/14,"1,298.76","1,312.63","1,293.2","1,307.1","1,296.47","1,310.02"
17/04/14,"1,298.5","1,312.43","1,293.05","1,306.4","1,296.11","1,309.6"
18/04/14,,,,,,
19/04/14,,,,,,
20/04/14,,,,,,
21/04/14,,,,,,
22/04/14,"1,287.3","1,301.1","1,281.91","1,295.78","1,284.69","1,298.55"
23/04/14,"1,281.55","1,295.15","1,279.2","1,292.75","1,280.22","1,293.8"
24/04/14,"1,282.82","1,296.17","1,279.05",1292,"1,280.71","1,293.89"
25/04/14,,,,,,
26/04/14,,,,,,
27/04/14,,,,,,
28/04/14,"1,300.46","1,314.33","1,297.76","1,310.43","1,298.93","1,312.26"
29/04/14,"1,291.67","1,305.72","1,284.3","1,297.6","1,289.1","1,302.52"
30/04/14,"1,291.86","1,305.33","1,286.3","1,299.6","1,289.24","1,302.68"
1/05/14,"1,287.7","1,301.4","1,278.51","1,291.56","1,283.72","1,297.49"
2/05/14,"1,280.8","1,293.36","1,278.3","1,291.6","1,279.13","1,292.68"
3/05/14,,,,,,
4/05/14,,,,,,
5/05/14,"1,308.6","1,321.9","1,296.11","1,309.58","1,302.74","1,316.19"
6/05/14,"1,308.4","1,321.85","1,304.41","1,318.28","1,305.88","1,319.32"
7/05/14,"1,308.5",1322,"1,302.95","1,316.3","1,306.29","1,319.64"
8/05/14,"1,287.35","1,300.9","1,283.96","1,297.83","1,286.13","1,299.39"
9/05/14,"1,288.45","1,301.4","1,283.7","1,296.85","1,285.9","1,299.1"
10/05/14,,,,,,
11/05/14,,,,,,
12/05/14,"1,287.9","1,301.4","1,278.4","1,291.7","1,283.84","1,296.99"
13/05/14,"1,291.7","1,304.65","1,287.14",1300,"1,289.55","1,302.63"
14/05/14,"1,297.26","1,309.55","1,288.6","1,301.65","1,291.67","1,304.76"
15/05/14,"1,302.24","1,315.86","1,296.9","1,310.2","1,299.59","1,312.44"
16/05/14,"1,293.15","1,305.8","1,288.95","1,301.53","1,290.95","1,303.97"
17/05/14,,,,,,
18/05/14,,,,,,
19/05/14,"1,296.27","1,309.67","1,287.31","1,300.78","1,291.1","1,304.21"
20/05/14,"1,289.35","1,302.86","1,284.96","1,298.13","1,287.75","1,300.77"
21/05/14,"1,291.45","1,304.1","1,288.1","1,300.7","1,289.8","1,302.63"
22/05/14,"1,290.8","1,303.95","1,286.15","1,299.35","1,288.72","1,301.59"
23/05/14,"1,290.9","1,303.85","1,287.5","1,300.1","1,289.76","1,302.75"
24/05/14,,,,,,
25/05/14,,,,,,
26/05/14,"1,289.51","1,302.98","1,287.34","1,300.4","1,288.31","1,301.46"
27/05/14,"1,288.9","1,301.55","1,278.9","1,291.6","1,285.71","1,298.52"
28/05/14,"1,261.29","1,291.2","1,258.55","1,271.65","1,259.78","1,273.98"
29/05/14,"1,254.55","1,267.7","1,248.7","1,261.35","1,252.14","1,265.2"
30/05/14,"1,255.3","1,268.5","1,249.83","1,262.4","1,252.96","1,266.02"
31/05/14,,,,,,
1/06/14,,,,,,
2/06/14,,,,,,
3/06/14,"1,242.6","1,255.3","1,238.84","1,251.35","1,240.36","1,253.35"
4/06/14,"1,241.99","1,255.01","1,239.61","1,252.78","1,241.21","1,254.11"
5/06/14,1240,"1,252.76","1,238.2","1,250.5","1,239.29","1,251.74"
6/06/14,"1,251.91","1,265.08","1,248.7","1,261.3","1,250.14","1,262.83"
7/06/14,,,,,,
8/06/14,,,,,,
9/06/14,"1,251.2","1,263.2","1,247.51","1,260.55","1,249.09","1,261.67"
10/06/14,"1,250.6","1,263.7","1,246.8","1,260.1","1,249.45","1,262.53"
11/06/14,"1,257.65","1,270.5","1,255.01","1,268.18","1,256.84","1,269.6"
12/06/14,"1,257.7","1,270.2","1,256.19","1,268.5","1,256.7","1,269.24"
13/06/14,"1,270.55","1,282.3","1,267.8","1,279.5","1,269.04","1,281.13"
14/06/14,,,,,,
15/06/14,,,,,,
16/06/14,"1,278.9","1,292.05","1,274.3","1,286.46","1,277.15","1,289.82"
17/06/14,"1,267.8",1281,"1,259.56","1,271.83","1,263.93","1,276.56"
18/06/14,"1,266.7","1,279.15","1,263.3","1,275.3","1,265.16","1,277.51"
19/06/14,"1,275.8",1289,"1,272.95","1,285.6","1,273.79","1,286.62"
20/06/14,"1,311.8",1325,"1,304.09","1,317.11","1,308.91","1,321.36"
21/06/14,,,,,,
22/06/14,,,,,,
23/06/14,"1,311.81","1,324.98","1,306.81","1,319.98","1,309.52","1,322.5"
24/06/14,"1,314.04","1,327.06","1,309.34","1,322.36","1,311.46","1,324.38"
25/06/14,"1,313.6","1,326.8","1,307.3","1,319.9","1,309.74","1,322.61"
26/06/14,1315,"1,326.75","1,305.66","1,317.93","1,311.36","1,323.92"
27/06/14,"1,317.5","1,330.4","1,310.45","1,322.75","1,314.02","1,326.73"
28/06/14,,,,,,
29/06/14,,,,,,
30/06/14,1313,"1,325.6","1,307.6","1,320.2","1,310.8","1,323.26"
